Адр,Знчн,IP,CR,AR,DR,SP,BR,AC,PS,NZVC,Адр,Знчн
34F,0000,350,0100,34F,0000,7FF,05B2,0000,084,0100,34F,0000
350,0000,351,0100,350,0000,7FF,05B2,0000,084,0100,350,0000
351,0000,352,0100,351,0000,7FF,05B2,0000,084,0100,351,0000
352,0000,353,0100,352,0000,7FF,05B2,0000,084,0100,352,0000
353,0000,354,0100,353,0000,7FF,05B2,0000,084,0100,353,0000
354,0000,355,0100,354,0000,7FF,05B2,0000,084,0100,354,0000
355,0000,356,0100,355,0000,7FF,05B2,0000,084,0100,355,0000
356,0000,357,0100,356,0000,7FF,05B2,0000,084,0100,356,0000
357,0000,358,0100,357,0000,7FF,05B2,0000,084,0100,357,0000
358,0000,359,0100,358,0000,7FF,05B2,0000,084,0100,358,0000
359,0000,35A,0100,359,0000,7FF,05B2,0000,084,0100,359,0000
35A,0000,35B,0100,35A,0000,7FF,05B2,0000,084,0100,35A,0000
35B,0000,35C,0100,35B,0000,7FF,05B2,0000,084,0100,35B,0000
35C,0000,35D,0100,35C,0000,7FF,05B2,0000,084,0100,35C,0000
35D,0000,35E,0100,35D,0000,7FF,05B2,0000,084,0100,35D,0000
35E,0000,35F,0100,35E,0000,7FF,05B2,0000,084,0100,35E,0000
35F,0000,360,0100,35F,0000,7FF,05B2,0000,084,0100,35F,0000
360,0000,361,0100,360,0000,7FF,05B2,0000,084,0100,360,0000
361,0000,362,0100,361,0000,7FF,05B2,0000,084,0100,361,0000
362,0000,363,0100,362,0000,7FF,05B2,0000,084,0100,362,0000
363,0000,364,0100,363,0000,7FF,05B2,0000,084,0100,363,0000
364,0000,365,0100,364,0000,7FF,05B2,0000,084,0100,364,0000
365,0000,366,0100,365,0000,7FF,05B2,0000,084,0100,365,0000
366,0000,367,0100,366,0000,7FF,05B2,0000,084,0100,366,0000
367,0000,368,0100,367,0000,7FF,05B2,0000,084,0100,367,0000
368,0000,369,0100,368,0000,7FF,05B2,0000,084,0100,368,0000
369,0000,36A,0100,369,0000,7FF,05B2,0000,084,0100,369,0000
36A,0000,36B,0100,36A,0000,7FF,05B2,0000,084,0100,36A,0000
36B,0000,36C,0100,36B,0000,7FF,05B2,0000,084,0100,36B,0000
36C,0000,36D,0100,36C,0000,7FF,05B2,0000,084,0100,36C,0000
36D,0000,36E,0100,36D,0000,7FF,05B2,0000,084,0100,36D,0000
36E,0000,36F,0100,36E,0000,7FF,05B2,0000,084,0100,36E,0000
36F,0000,370,0100,36F,0000,7FF,05B2,0000,084,0100,36F,0000
370,0000,371,0100,370,0000,7FF,05B2,0000,084,0100,370,0000
371,0000,372,0100,371,0000,7FF,05B2,0000,084,0100,371,0000
372,0000,373,0100,372,0000,7FF,05B2,0000,084,0100,372,0000
373,0000,374,0100,373,0000,7FF,05B2,0000,084,0100,373,0000
374,0000,375,0100,374,0000,7FF,05B2,0000,084,0100,374,0000
375,0000,376,0100,375,0000,7FF,05B2,0000,084,0100,375,0000
376,0000,377,0100,376,0000,7FF,05B2,0000,084,0100,376,0000
377,0000,378,0100,377,0000,7FF,05B2,0000,084,0100,377,0000
378,0000,379,0100,378,0000,7FF,05B2,0000,084,0100,378,0000
379,0000,37A,0100,379,0000,7FF,05B2,0000,084,0100,379,0000
37A,0000,37B,0100,37A,0000,7FF,05B2,0000,084,0100,37A,0000
37B,0000,37C,0100,37B,0000,7FF,05B2,0000,084,0100,37B,0000
37C,0000,37D,0100,37C,0000,7FF,05B2,0000,084,0100,37C,0000
37D,0000,37E,0100,37D,0000,7FF,05B2,0000,084,0100,37D,0000
37E,0000,37F,0100,37E,0000,7FF,05B2,0000,084,0100,37E,0000
37F,0000,380,0100,37F,0000,7FF,05B2,0000,084,0100,37F,0000
380,0000,381,0100,380,0000,7FF,05B2,0000,084,0100,380,0000
381,0000,382,0100,381,0000,7FF,05B2,0000,084,0100,381,0000
382,0000,383,0100,382,0000,7FF,05B2,0000,084,0100,382,0000
383,0000,384,0100,383,0000,7FF,05B2,0000,084,0100,383,0000
384,0000,385,0100,384,0000,7FF,05B2,0000,084,0100,384,0000
385,0000,386,0100,385,0000,7FF,05B2,0000,084,0100,385,0000
386,0000,387,0100,386,0000,7FF,05B2,0000,084,0100,386,0000
387,0000,388,0100,387,0000,7FF,05B2,0000,084,0100,387,0000
388,0000,389,0100,388,0000,7FF,05B2,0000,084,0100,388,0000
389,0000,38A,0100,389,0000,7FF,05B2,0000,084,0100,389,0000
38A,0000,38B,0100,38A,0000,7FF,05B2,0000,084,0100,38A,0000
38B,0000,38C,0100,38B,0000,7FF,05B2,0000,084,0100,38B,0000
38C,0000,38D,0100,38C,0000,7FF,05B2,0000,084,0100,38C,0000
38D,0000,38E,0100,38D,0000,7FF,05B2,0000,084,0100,38D,0000
38E,0000,38F,0100,38E,0000,7FF,05B2,0000,084,0100,38E,0000
38F,0000,390,0100,38F,0000,7FF,05B2,0000,084,0100,38F,0000
390,0000,391,0100,390,0000,7FF,05B2,0000,084,0100,390,0000
391,0000,392,0100,391,0000,7FF,05B2,0000,084,0100,391,0000
392,0000,393,0100,392,0000,7FF,05B2,0000,084,0100,392,0000
393,0000,394,0100,393,0000,7FF,05B2,0000,084,0100,393,0000
394,0000,395,0100,394,0000,7FF,05B2,0000,084,0100,394,0000
395,0000,396,0100,395,0000,7FF,05B2,0000,084,0100,395,0000
396,0000,397,0100,396,0000,7FF,05B2,0000,084,0100,396,0000
397,0000,398,0100,397,0000,7FF,05B2,0000,084,0100,397,0000
398,0000,399,0100,398,0000,7FF,05B2,0000,084,0100,398,0000
399,0000,39A,0100,399,0000,7FF,05B2,0000,084,0100,399,0000
39A,0000,39B,0100,39A,0000,7FF,05B2,0000,084,0100,39A,0000
39B,0000,39C,0100,39B,0000,7FF,05B2,0000,084,0100,39B,0000
39C,0000,39D,0100,39C,0000,7FF,05B2,0000,084,0100,39C,0000
39D,0000,39E,0100,39D,0000,7FF,05B2,0000,084,0100,39D,0000
39E,0000,39F,0100,39E,0000,7FF,05B2,0000,084,0100,39E,0000
39F,0000,3A0,0100,39F,0000,7FF,05B2,0000,084,0100,39F,0000
3A0,0000,3A1,0100,3A0,0000,7FF,05B2,0000,084,0100,3A0,0000
3A1,0000,3A2,0100,3A1,0000,7FF,05B2,0000,084,0100,3A1,0000
3A2,0000,3A3,0100,3A2,0000,7FF,05B2,0000,084,0100,3A2,0000
3A3,0000,3A4,0100,3A3,0000,7FF,05B2,0000,084,0100,3A3,0000
3A4,0000,3A5,0100,3A4,0000,7FF,05B2,0000,084,0100,3A4,0000
3A5,0000,3A6,0100,3A5,0000,7FF,05B2,0000,084,0100,3A5,0000
3A6,0000,3A7,0100,3A6,0000,7FF,05B2,0000,084,0100,3A6,0000
3A7,0000,3A8,0100,3A7,0000,7FF,05B2,0000,084,0100,3A7,0000
3A8,0000,3A9,0100,3A8,0000,7FF,05B2,0000,084,0100,3A8,0000
3A9,0000,3AA,0100,3A9,0000,7FF,05B2,0000,084,0100,3A9,0000
3AA,0000,3AB,0100,3AA,0000,7FF,05B2,0000,084,0100,3AA,0000
3AB,0000,3AC,0100,3AB,0000,7FF,05B2,0000,084,0100,3AB,0000
3AC,0000,3AD,0100,3AC,0000,7FF,05B2,0000,084,0100,3AC,0000
3AD,0000,3AE,0100,3AD,0000,7FF,05B2,0000,084,0100,3AD,0000
3AE,0000,3AF,0100,3AE,0000,7FF,05B2,0000,084,0100,3AE,0000
3AF,0000,3B0,0100,3AF,0000,7FF,05B2,0000,084,0100,3AF,0000
3B0,0000,3B1,0100,3B0,0000,7FF,05B2,0000,084,0100,3B0,0000
3B1,0000,3B2,0100,3B1,0000,7FF,05B2,0000,084,0100,3B1,0000
3B2,0000,3B3,0100,3B2,0000,7FF,05B2,0000,084,0100,3B2,0000
3B3,0000,3B4,0100,3B3,0000,7FF,05B2,0000,084,0100,3B3,0000
3B4,0000,3B5,0100,3B4,0000,7FF,05B2,0000,084,0100,3B4,0000
3B5,0000,3B6,0100,3B5,0000,7FF,05B2,0000,084,0100,3B5,0000
3B6,0000,3B7,0100,3B6,0000,7FF,05B2,0000,084,0100,3B6,0000
3B7,0000,3B8,0100,3B7,0000,7FF,05B2,0000,084,0100,3B7,0000
3B8,0000,3B9,0100,3B8,0000,7FF,05B2,0000,084,0100,3B8,0000
3B9,0000,3BA,0100,3B9,0000,7FF,05B2,0000,084,0100,3B9,0000
3BA,0000,3BB,0100,3BA,0000,7FF,05B2,0000,084,0100,3BA,0000
3BB,0000,3BC,0100,3BB,0000,7FF,05B2,0000,084,0100,3BB,0000
3BC,0000,3BD,0100,3BC,0000,7FF,05B2,0000,084,0100,3BC,0000
3BD,0000,3BE,0100,3BD,0000,7FF,05B2,0000,084,0100,3BD,0000
3BE,0000,3BF,0100,3BE,0000,7FF,05B2,0000,084,0100,3BE,0000
3BF,0000,3C0,0100,3BF,0000,7FF,05B2,0000,084,0100,3BF,0000
3C0,0000,3C1,0100,3C0,0000,7FF,05B2,0000,084,0100,3C0,0000
3C1,0000,3C2,0100,3C1,0000,7FF,05B2,0000,084,0100,3C1,0000
3C2,0000,3C3,0100,3C2,0000,7FF,05B2,0000,084,0100,3C2,0000
3C3,0000,3C4,0100,3C3,0000,7FF,05B2,0000,084,0100,3C3,0000
3C4,0000,3C5,0100,3C4,0000,7FF,05B2,0000,084,0100,3C4,0000
3C5,0000,3C6,0100,3C5,0000,7FF,05B2,0000,084,0100,3C5,0000
3C6,0000,3C7,0100,3C6,0000,7FF,05B2,0000,084,0100,3C6,0000
3C7,0000,3C8,0100,3C7,0000,7FF,05B2,0000,084,0100,3C7,0000
3C8,0000,3C9,0100,3C8,0000,7FF,05B2,0000,084,0100,3C8,0000
3C9,0000,3CA,0100,3C9,0000,7FF,05B2,0000,084,0100,3C9,0000
3CA,0000,3CB,0100,3CA,0000,7FF,05B2,0000,084,0100,3CA,0000
3CB,0000,3CC,0100,3CB,0000,7FF,05B2,0000,084,0100,3CB,0000
3CC,0000,3CD,0100,3CC,0000,7FF,05B2,0000,084,0100,3CC,0000
3CD,0000,3CE,0100,3CD,0000,7FF,05B2,0000,084,0100,3CD,0000
3CE,0000,3CF,0100,3CE,0000,7FF,05B2,0000,084,0100,3CE,0000
3CF,0000,3D0,0100,3CF,0000,7FF,05B2,0000,084,0100,3CF,0000
3D0,0000,3D1,0100,3D0,0000,7FF,05B2,0000,084,0100,3D0,0000
3D1,0000,3D2,0100,3D1,0000,7FF,05B2,0000,084,0100,3D1,0000
3D2,0000,3D3,0100,3D2,0000,7FF,05B2,0000,084,0100,3D2,0000
3D3,0000,3D4,0100,3D3,0000,7FF,05B2,0000,084,0100,3D3,0000
3D4,0000,3D5,0100,3D4,0000,7FF,05B2,0000,084,0100,3D4,0000
3D5,0000,3D6,0100,3D5,0000,7FF,05B2,0000,084,0100,3D5,0000
3D6,0000,3D7,0100,3D6,0000,7FF,05B2,0000,084,0100,3D6,0000
3D7,0000,3D8,0100,3D7,0000,7FF,05B2,0000,084,0100,3D7,0000
3D8,0000,3D9,0100,3D8,0000,7FF,05B2,0000,084,0100,3D8,0000
3D9,0000,3DA,0100,3D9,0000,7FF,05B2,0000,084,0100,3D9,0000
3DA,0000,3DB,0100,3DA,0000,7FF,05B2,0000,084,0100,3DA,0000
3DB,0000,3DC,0100,3DB,0000,7FF,05B2,0000,084,0100,3DB,0000
3DC,0000,3DD,0100,3DC,0000,7FF,05B2,0000,084,0100,3DC,0000
3DD,0000,3DE,0100,3DD,0000,7FF,05B2,0000,084,0100,3DD,0000
3DE,0000,3DF,0100,3DE,0000,7FF,05B2,0000,084,0100,3DE,0000
3DF,0000,3E0,0100,3DF,0000,7FF,05B2,0000,084,0100,3DF,0000
3E0,0000,3E1,0100,3E0,0000,7FF,05B2,0000,084,0100,3E0,0000
3E1,0000,3E2,0100,3E1,0000,7FF,05B2,0000,084,0100,3E1,0000
3E2,0000,3E3,0100,3E2,0000,7FF,05B2,0000,084,0100,3E2,0000
3E3,0000,3E4,0100,3E3,0000,7FF,05B2,0000,084,0100,3E3,0000
3E4,0000,3E5,0100,3E4,0000,7FF,05B2,0000,084,0100,3E4,0000
3E5,0000,3E6,0100,3E5,0000,7FF,05B2,0000,084,0100,3E5,0000
3E6,0000,3E7,0100,3E6,0000,7FF,05B2,0000,084,0100,3E6,0000
3E7,0000,3E8,0100,3E7,0000,7FF,05B2,0000,084,0100,3E7,0000
3E8,0000,3E9,0100,3E8,0000,7FF,05B2,0000,084,0100,3E8,0000
3E9,0000,3EA,0100,3E9,0000,7FF,05B2,0000,084,0100,3E9,0000
3EA,0000,3EB,0100,3EA,0000,7FF,05B2,0000,084,0100,3EA,0000
3EB,0000,3EC,0100,3EB,0000,7FF,05B2,0000,084,0100,3EB,0000
3EC,0000,3ED,0100,3EC,0000,7FF,05B2,0000,084,0100,3EC,0000
3ED,0000,3EE,0100,3ED,0000,7FF,05B2,0000,084,0100,3ED,0000
3EE,0000,3EF,0100,3EE,0000,7FF,05B2,0000,084,0100,3EE,0000
3EF,0000,3F0,0100,3EF,0000,7FF,05B2,0000,084,0100,3EF,0000
3F0,0000,3F1,0100,3F0,0000,7FF,05B2,0000,084,0100,3F0,0000
3F1,0000,3F2,0100,3F1,0000,7FF,05B2,0000,084,0100,3F1,0000
3F2,0000,3F3,0100,3F2,0000,7FF,05B2,0000,084,0100,3F2,0000
3F3,0000,3F4,0100,3F3,0000,7FF,05B2,0000,084,0100,3F3,0000
3F4,0000,3F5,0100,3F4,0000,7FF,05B2,0000,084,0100,3F4,0000
3F5,0000,3F6,0100,3F5,0000,7FF,05B2,0000,084,0100,3F5,0000
3F6,0000,3F7,0100,3F6,0000,7FF,05B2,0000,084,0100,3F6,0000
3F7,0000,3F8,0100,3F7,0000,7FF,05B2,0000,084,0100,3F7,0000
3F8,0000,3F9,0100,3F8,0000,7FF,05B2,0000,084,0100,3F8,0000
3F9,0000,3FA,0100,3F9,0000,7FF,05B2,0000,084,0100,3F9,0000
3FA,0000,3FB,0100,3FA,0000,7FF,05B2,0000,084,0100,3FA,0000
3FB,0000,3FC,0100,3FB,0000,7FF,05B2,0000,084,0100,3FB,0000
3FC,0000,3FD,0100,3FC,0000,7FF,05B2,0000,084,0100,3FC,0000
3FD,0000,3FE,0100,3FD,0000,7FF,05B2,0000,084,0100,3FD,0000
3FE,0000,3FF,0100,3FE,0000,7FF,05B2,0000,084,0100,3FE,0000
3FF,0000,400,0100,3FF,0000,7FF,05B2,0000,084,0100,3FF,0000
400,0000,401,0100,400,0000,7FF,05B2,0000,084,0100,400,0000
401,0000,402,0100,401,0000,7FF,05B2,0000,084,0100,401,0000
402,0000,403,0100,402,0000,7FF,05B2,0000,084,0100,402,0000
403,0000,404,0100,403,0000,7FF,05B2,0000,084,0100,403,0000
404,0000,405,0100,404,0000,7FF,05B2,0000,084,0100,404,0000
405,0000,406,0100,405,0000,7FF,05B2,0000,084,0100,405,0000
406,0000,407,0100,406,0000,7FF,05B2,0000,084,0100,406,0000
407,0000,408,0100,407,0000,7FF,05B2,0000,084,0100,407,0000
408,0000,409,0100,408,0000,7FF,05B2,0000,084,0100,408,0000
409,0000,40A,0100,409,0000,7FF,05B2,0000,084,0100,409,0000
40A,0000,40B,0100,40A,0000,7FF,05B2,0000,084,0100,40A,0000
40B,0000,40C,0100,40B,0000,7FF,05B2,0000,084,0100,40B,0000
40C,0000,40D,0100,40C,0000,7FF,05B2,0000,084,0100,40C,0000
40D,0000,40E,0100,40D,0000,7FF,05B2,0000,084,0100,40D,0000
40E,0000,40F,0100,40E,0000,7FF,05B2,0000,084,0100,40E,0000
40F,0000,410,0100,40F,0000,7FF,05B2,0000,084,0100,40F,0000
410,0000,411,0100,410,0000,7FF,05B2,0000,084,0100,410,0000
411,0000,412,0100,411,0000,7FF,05B2,0000,084,0100,411,0000
412,0000,413,0100,412,0000,7FF,05B2,0000,084,0100,412,0000
413,0000,414,0100,413,0000,7FF,05B2,0000,084,0100,413,0000
414,0000,415,0100,414,0000,7FF,05B2,0000,084,0100,414,0000
415,0000,416,0100,415,0000,7FF,05B2,0000,084,0100,415,0000
416,0000,417,0100,416,0000,7FF,05B2,0000,084,0100,416,0000
417,0000,418,0100,417,0000,7FF,05B2,0000,084,0100,417,0000
418,0000,419,0100,418,0000,7FF,05B2,0000,084,0100,418,0000
419,0000,41A,0100,419,0000,7FF,05B2,0000,084,0100,419,0000
41A,0000,41B,0100,41A,0000,7FF,05B2,0000,084,0100,41A,0000
41B,0000,41C,0100,41B,0000,7FF,05B2,0000,084,0100,41B,0000
41C,0000,41D,0100,41C,0000,7FF,05B2,0000,084,0100,41C,0000
41D,0000,41E,0100,41D,0000,7FF,05B2,0000,084,0100,41D,0000
41E,0000,41F,0100,41E,0000,7FF,05B2,0000,084,0100,41E,0000
41F,0000,420,0100,41F,0000,7FF,05B2,0000,084,0100,41F,0000
420,0000,421,0100,420,0000,7FF,05B2,0000,084,0100,420,0000
421,0000,422,0100,421,0000,7FF,05B2,0000,084,0100,421,0000
422,0000,423,0100,422,0000,7FF,05B2,0000,084,0100,422,0000
423,0000,424,0100,423,0000,7FF,05B2,0000,084,0100,423,0000
424,0000,425,0100,424,0000,7FF,05B2,0000,084,0100,424,0000
425,0000,426,0100,425,0000,7FF,05B2,0000,084,0100,425,0000
426,0000,427,0100,426,0000,7FF,05B2,0000,084,0100,426,0000
427,0000,428,0100,427,0000,7FF,05B2,0000,084,0100,427,0000
428,0000,429,0100,428,0000,7FF,05B2,0000,084,0100,428,0000
429,0000,42A,0100,429,0000,7FF,05B2,0000,084,0100,429,0000
42A,0000,42B,0100,42A,0000,7FF,05B2,0000,084,0100,42A,0000
42B,0000,42C,0100,42B,0000,7FF,05B2,0000,084,0100,42B,0000
42C,0000,42D,0100,42C,0000,7FF,05B2,0000,084,0100,42C,0000
42D,0000,42E,0100,42D,0000,7FF,05B2,0000,084,0100,42D,0000
42E,0000,42F,0100,42E,0000,7FF,05B2,0000,084,0100,42E,0000
42F,0000,430,0100,42F,0000,7FF,05B2,0000,084,0100,42F,0000
430,0000,431,0100,430,0000,7FF,05B2,0000,084,0100,430,0000
431,0000,432,0100,431,0000,7FF,05B2,0000,084,0100,431,0000
432,0000,433,0100,432,0000,7FF,05B2,0000,084,0100,432,0000
433,0000,434,0100,433,0000,7FF,05B2,0000,084,0100,433,0000
434,0000,435,0100,434,0000,7FF,05B2,0000,084,0100,434,0000
435,0000,436,0100,435,0000,7FF,05B2,0000,084,0100,435,0000
436,0000,437,0100,436,0000,7FF,05B2,0000,084,0100,436,0000
437,0000,438,0100,437,0000,7FF,05B2,0000,084,0100,437,0000
438,0000,439,0100,438,0000,7FF,05B2,0000,084,0100,438,0000
439,0000,43A,0100,439,0000,7FF,05B2,0000,084,0100,439,0000
43A,0000,43B,0100,43A,0000,7FF,05B2,0000,084,0100,43A,0000
43B,0000,43C,0100,43B,0000,7FF,05B2,0000,084,0100,43B,0000
43C,0000,43D,0100,43C,0000,7FF,05B2,0000,084,0100,43C,0000
43D,0000,43E,0100,43D,0000,7FF,05B2,0000,084,0100,43D,0000
43E,0000,43F,0100,43E,0000,7FF,05B2,0000,084,0100,43E,0000
43F,0000,440,0100,43F,0000,7FF,05B2,0000,084,0100,43F,0000
440,0000,441,0100,440,0000,7FF,05B2,0000,084,0100,440,0000
441,0000,442,0100,441,0000,7FF,05B2,0000,084,0100,441,0000
442,0000,443,0100,442,0000,7FF,05B2,0000,084,0100,442,0000
443,0000,444,0100,443,0000,7FF,05B2,0000,084,0100,443,0000
444,0000,445,0100,444,0000,7FF,05B2,0000,084,0100,444,0000
445,0000,446,0100,445,0000,7FF,05B2,0000,084,0100,445,0000
446,0000,447,0100,446,0000,7FF,05B2,0000,084,0100,446,0000
447,0000,448,0100,447,0000,7FF,05B2,0000,084,0100,447,0000
448,0000,449,0100,448,0000,7FF,05B2,0000,084,0100,448,0000
449,0000,44A,0100,449,0000,7FF,05B2,0000,084,0100,449,0000
44A,0000,44B,0100,44A,0000,7FF,05B2,0000,084,0100,44A,0000
44B,0000,44C,0100,44B,0000,7FF,05B2,0000,084,0100,44B,0000
44C,0000,44D,0100,44C,0000,7FF,05B2,0000,084,0100,44C,0000
44D,0000,44E,0100,44D,0000,7FF,05B2,0000,084,0100,44D,0000
44E,0000,44F,0100,44E,0000,7FF,05B2,0000,084,0100,44E,0000
44F,0000,450,0100,44F,0000,7FF,05B2,0000,084,0100,44F,0000
450,0000,451,0100,450,0000,7FF,05B2,0000,084,0100,450,0000
451,0000,452,0100,451,0000,7FF,05B2,0000,084,0100,451,0000
452,0000,453,0100,452,0000,7FF,05B2,0000,084,0100,452,0000
453,0000,454,0100,453,0000,7FF,05B2,0000,084,0100,453,0000
454,0000,455,0100,454,0000,7FF,05B2,0000,084,0100,454,0000
455,0000,456,0100,455,0000,7FF,05B2,0000,084,0100,455,0000
456,0000,457,0100,456,0000,7FF,05B2,0000,084,0100,456,0000
457,0000,458,0100,457,0000,7FF,05B2,0000,084,0100,457,0000
458,0000,459,0100,458,0000,7FF,05B2,0000,084,0100,458,0000
459,0000,45A,0100,459,0000,7FF,05B2,0000,084,0100,459,0000
45A,0000,45B,0100,45A,0000,7FF,05B2,0000,084,0100,45A,0000
45B,0000,45C,0100,45B,0000,7FF,05B2,0000,084,0100,45B,0000
45C,0000,45D,0100,45C,0000,7FF,05B2,0000,084,0100,45C,0000
45D,0000,45E,0100,45D,0000,7FF,05B2,0000,084,0100,45D,0000
45E,0000,45F,0100,45E,0000,7FF,05B2,0000,084,0100,45E,0000
45F,0000,460,0100,45F,0000,7FF,05B2,0000,084,0100,45F,0000
460,0000,461,0100,460,0000,7FF,05B2,0000,084,0100,460,0000
461,0000,462,0100,461,0000,7FF,05B2,0000,084,0100,461,0000
462,0000,463,0100,462,0000,7FF,05B2,0000,084,0100,462,0000
463,0000,464,0100,463,0000,7FF,05B2,0000,084,0100,463,0000
464,0000,465,0100,464,0000,7FF,05B2,0000,084,0100,464,0000
465,0000,466,0100,465,0000,7FF,05B2,0000,084,0100,465,0000
466,0000,467,0100,466,0000,7FF,05B2,0000,084,0100,466,0000
467,0000,468,0100,467,0000,7FF,05B2,0000,084,0100,467,0000
468,0000,469,0100,468,0000,7FF,05B2,0000,084,0100,468,0000
469,0000,46A,0100,469,0000,7FF,05B2,0000,084,0100,469,0000
46A,0000,46B,0100,46A,0000,7FF,05B2,0000,084,0100,46A,0000
46B,0000,46C,0100,46B,0000,7FF,05B2,0000,084,0100,46B,0000
46C,0000,46D,0100,46C,0000,7FF,05B2,0000,084,0100,46C,0000
46D,0000,46E,0100,46D,0000,7FF,05B2,0000,084,0100,46D,0000
46E,0000,46F,0100,46E,0000,7FF,05B2,0000,084,0100,46E,0000
46F,0000,470,0100,46F,0000,7FF,05B2,0000,084,0100,46F,0000
470,0000,471,0100,470,0000,7FF,05B2,0000,084,0100,470,0000
471,0000,472,0100,471,0000,7FF,05B2,0000,084,0100,471,0000
472,0000,473,0100,472,0000,7FF,05B2,0000,084,0100,472,0000
473,0000,474,0100,473,0000,7FF,05B2,0000,084,0100,473,0000
474,0000,475,0100,474,0000,7FF,05B2,0000,084,0100,474,0000
475,0000,476,0100,475,0000,7FF,05B2,0000,084,0100,475,0000
476,0000,477,0100,476,0000,7FF,05B2,0000,084,0100,476,0000
477,0000,478,0100,477,0000,7FF,05B2,0000,084,0100,477,0000
478,0000,479,0100,478,0000,7FF,05B2,0000,084,0100,478,0000
479,0000,47A,0100,479,0000,7FF,05B2,0000,084,0100,479,0000
47A,0000,47B,0100,47A,0000,7FF,05B2,0000,084,0100,47A,0000
47B,0000,47C,0100,47B,0000,7FF,05B2,0000,084,0100,47B,0000
47C,0000,47D,0100,47C,0000,7FF,05B2,0000,084,0100,47C,0000
47D,0000,47E,0100,47D,0000,7FF,05B2,0000,084,0100,47D,0000
47E,0000,47F,0100,47E,0000,7FF,05B2,0000,084,0100,47E,0000
47F,0000,480,0100,47F,0000,7FF,05B2,0000,084,0100,47F,0000
480,0000,481,0100,480,0000,7FF,05B2,0000,084,0100,480,0000
481,0000,482,0100,481,0000,7FF,05B2,0000,084,0100,481,0000
482,0000,483,0100,482,0000,7FF,05B2,0000,084,0100,482,0000
483,0000,484,0100,483,0000,7FF,05B2,0000,084,0100,483,0000
484,0000,485,0100,484,0000,7FF,05B2,0000,084,0100,484,0000
485,0000,486,0100,485,0000,7FF,05B2,0000,084,0100,485,0000
486,0000,487,0100,486,0000,7FF,05B2,0000,084,0100,486,0000
487,0000,488,0100,487,0000,7FF,05B2,0000,084,0100,487,0000
488,0000,489,0100,488,0000,7FF,05B2,0000,084,0100,488,0000
489,0000,48A,0100,489,0000,7FF,05B2,0000,084,0100,489,0000
48A,0000,48B,0100,48A,0000,7FF,05B2,0000,084,0100,48A,0000
48B,0000,48C,0100,48B,0000,7FF,05B2,0000,084,0100,48B,0000
48C,0000,48D,0100,48C,0000,7FF,05B2,0000,084,0100,48C,0000
48D,0000,48E,0100,48D,0000,7FF,05B2,0000,084,0100,48D,0000
48E,0000,48F,0100,48E,0000,7FF,05B2,0000,084,0100,48E,0000
48F,0000,490,0100,48F,0000,7FF,05B2,0000,084,0100,48F,0000
490,0000,491,0100,490,0000,7FF,05B2,0000,084,0100,490,0000
491,0000,492,0100,491,0000,7FF,05B2,0000,084,0100,491,0000
492,0000,493,0100,492,0000,7FF,05B2,0000,084,0100,492,0000
493,0000,494,0100,493,0000,7FF,05B2,0000,084,0100,493,0000
494,0000,495,0100,494,0000,7FF,05B2,0000,084,0100,494,0000
495,0000,496,0100,495,0000,7FF,05B2,0000,084,0100,495,0000
496,0000,497,0100,496,0000,7FF,05B2,0000,084,0100,496,0000
497,0000,498,0100,497,0000,7FF,05B2,0000,084,0100,497,0000
498,0000,499,0100,498,0000,7FF,05B2,0000,084,0100,498,0000
499,0000,49A,0100,499,0000,7FF,05B2,0000,084,0100,499,0000
49A,0000,49B,0100,49A,0000,7FF,05B2,0000,084,0100,49A,0000
49B,0000,49C,0100,49B,0000,7FF,05B2,0000,084,0100,49B,0000
49C,0000,49D,0100,49C,0000,7FF,05B2,0000,084,0100,49C,0000
49D,0000,49E,0100,49D,0000,7FF,05B2,0000,084,0100,49D,0000
49E,0000,49F,0100,49E,0000,7FF,05B2,0000,084,0100,49E,0000
49F,0000,4A0,0100,49F,0000,7FF,05B2,0000,084,0100,49F,0000
4A0,0000,4A1,0100,4A0,0000,7FF,05B2,0000,084,0100,4A0,0000
4A1,0000,4A2,0100,4A1,0000,7FF,05B2,0000,084,0100,4A1,0000
4A2,0000,4A3,0100,4A2,0000,7FF,05B2,0000,084,0100,4A2,0000
4A3,0000,4A4,0100,4A3,0000,7FF,05B2,0000,084,0100,4A3,0000
4A4,0000,4A5,0100,4A4,0000,7FF,05B2,0000,084,0100,4A4,0000
4A5,0000,4A6,0100,4A5,0000,7FF,05B2,0000,084,0100,4A5,0000
4A6,0000,4A7,0100,4A6,0000,7FF,05B2,0000,084,0100,4A6,0000
4A7,0000,4A8,0100,4A7,0000,7FF,05B2,0000,084,0100,4A7,0000
4A8,0000,4A9,0100,4A8,0000,7FF,05B2,0000,084,0100,4A8,0000
4A9,0000,4AA,0100,4A9,0000,7FF,05B2,0000,084,0100,4A9,0000
4AA,0000,4AB,0100,4AA,0000,7FF,05B2,0000,084,0100,4AA,0000
4AB,0000,4AC,0100,4AB,0000,7FF,05B2,0000,084,0100,4AB,0000
4AC,0000,4AD,0100,4AC,0000,7FF,05B2,0000,084,0100,4AC,0000
4AD,0000,4AE,0100,4AD,0000,7FF,05B2,0000,084,0100,4AD,0000
4AE,0000,4AF,0100,4AE,0000,7FF,05B2,0000,084,0100,4AE,0000
